no	synset_id	name	description	synonym	synonym_id
1	n02672831	accordion	a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player	organ	n03854065
1	n02672831	accordion	a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player	organ	n03494537
2	n02691156	airplane	an aircraft that has a fixed wing and is powered by propellers or jets	plane	n02691156
2	n02691156	airplane	an aircraft that has a fixed wing and is powered by propellers or jets	jet	n03595860
2	n02691156	airplane	an aircraft that has a fixed wing and is powered by propellers or jets	jet plane
2	n02691156	airplane	an aircraft that has a fixed wing and is powered by propellers or jets	jet airplane
2	n02691156	airplane	an aircraft that has a fixed wing and is powered by propellers or jets	airplane-747
3	n01698434	alligator	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	crocodile	n01697178
3	n01698434	alligator	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	lizard	n01674464
4	n02709367	anchor	a mechanical device that prevents a vessel from moving	ship's anchor
5	n02219486	ant	social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers	insect	n02159955
5	n02219486	ant	social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers	spider	n01772222
5	n02219486	ant	social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers	bug	n02236355
6	n07739125	apple	fruit with red or yellow or green skin and sweet to tart crisp whitish flesh	fruit	n13134947
7	n05563770	arm	a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb	left arm
7	n05563770	arm	a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb	hand	n05564590
8	n06818121	arrow	a mark to indicate a direction or relation	one-way sign
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	avocado	n07764847
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	pineapple	n07753275
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	bud	n11674914
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	bud	n13165086
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	brussel
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	sprout	n13164583
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	sprout	n07719437
9	n07718747	artichoke	a thistle-like flower head with edible fleshy leaves and heart	squash	n07715561
10	n02747802	ashtray	a receptacle for the ash from smokers' cigars or cigarettes
11	n07719213	asparagus	edible young shoots of the asparagus plant	asparagus spear
11	n07719213	asparagus	edible young shoots of the asparagus plant	branch of willows
11	n07719213	asparagus	edible young shoots of the asparagus plant	twig	n13163991
11	n07719213	asparagus	edible young shoots of the asparagus plant	pine tree
11	n07719213	asparagus	edible young shoots of the asparagus plant	cauliflower	n07715103
11	n07719213	asparagus	edible young shoots of the asparagus plant	branch	n13163250
12	n02764044	axe	an edge tool with a heavy bladed head mounted across a handle	hatchet	n04449966
12	n02764044	axe	an edge tool with a heavy bladed head mounted across a handle	hatchet	n03498962
12	n02764044	axe	an edge tool with a heavy bladed head mounted across a handle	hammer	n03481172
13	n02766534	baby carriage	a small vehicle with four wheels in which a baby or child is pushed around	carriage	n02766534
14	n02778669	ball	round object that is hit or thrown or kicked in games	beach ball
14	n02778669	ball	round object that is hit or thrown or kicked in games	top	n04454240
15	n02782329	balloon	small thin inflatable rubber bag with narrow neck
16	n07753592	banana	elongated crescent-shaped yellow fruit with soft sweet flesh
17	n02793495	barn	an outlying farm building for storing grain or animal feed and housing farm animals	barn and silo
17	n02793495	barn	an outlying farm building for storing grain or animal feed and housing farm animals	farm	n03322099
17	n02793495	barn	an outlying farm building for storing grain or animal feed and housing farm animals	barn house
17	n02793495	barn	an outlying farm building for storing grain or animal feed and housing farm animals	farmhouse	n03322836
18	n02795169	barrel	a cylindrical container that holds liquids
19	n02799175	baseball bat	an implement used in baseball by the batter	bat	n02806379
20	n02801938	basket	a container that is usually woven and has handles	picnic basket
20	n02801938	basket	a container that is usually woven and has handles	lunch basket
20	n02801938	basket	a container that is usually woven and has handles	wicker basket
21	n02131653	bear	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws	polar bear
22	n02818832	bed	a piece of furniture that provides a place to sleep
23	n02206856	bee	any of numerous hairy-bodied insects including social and solitary species	fly	n02190166
23	n02206856	bee	any of numerous hairy-bodied insects including social and solitary species	insect	n02159955
23	n02206856	bee	any of numerous hairy-bodied insects including social and solitary species	bug	n02236355
23	n02206856	bee	any of numerous hairy-bodied insects including social and solitary species	bumble bee
23	n02206856	bee	any of numerous hairy-bodied insects including social and solitary species	mosquito	n02200198
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	insect	n02159955
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	bug	n02236355
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	cockroach	n02233338
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	roach	n02233338
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	cricket	n02229544
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	ant	n02219486
24	n02164464	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings	dico
25	n02824448	bell	a hollow device made of metal that makes a ringing sound when struck
26	n02827606	belt	a band to tie or buckle around the body (usually at the waist)	collar	n03068998
26	n02827606	belt	a band to tie or buckle around the body (usually at the waist)	collar	n03068862
26	n02827606	belt	a band to tie or buckle around the body (usually at the waist)	collar	n03068486
26	n02827606	belt	a band to tie or buckle around the body (usually at the waist)	collar	n03024882
27	n02834778	bicycle	a wheeled vehicle that has two wheels and is moved by foot pedals	bike	n02834778
28	n01503061	bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	sparrow	n01539573
28	n01503061	bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	sparrow	n01527347
28	n01503061	bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	chickadee	n01592084
28	n01503061	bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	baby chick
29	n02854926	blouse	a top worn by women	shirt	n04197391
29	n02854926	blouse	a top worn by women	jacket	n03589791
29	n02854926	blouse	a top worn by women	sweater	n04370048
29	n02854926	blouse	a top worn by women	coat	n03057021
29	n02854926	blouse	a top worn by women	ladies jacket
29	n02854926	blouse	a top worn by women	stylish shirt
30	n02870092	book	physical objects consisting of a number of pages bound together
31	n02872752	boot	footwear that covers the whole foot and lower leg	shoe	n04199027
31	n02872752	boot	footwear that covers the whole foot and lower leg	rubber boot
31	n02872752	boot	footwear that covers the whole foot and lower leg	half-boot
32	n02876657	bottle	a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped	wine bottle
33	n02880308	bow	a decorative interlacing of ribbons	ribbon	n09409203
33	n02880308	bow	a decorative interlacing of ribbons	bowtie	n02883205
33	n02880308	bow	a decorative interlacing of ribbons	tie	n03815615
33	n02880308	bow	a decorative interlacing of ribbons	ribbon bow
34	n02881193	bowl	a round vessel that is open at the top; used chiefly for holding food or liquids;	dish	n03206908
35	n02883344	box	a (usually rectangular) container; may have a lid	cube	n13914608
35	n02883344	box	a (usually rectangular) container; may have a lid	cube	n03144592
35	n02883344	box	a (usually rectangular) container; may have a lid	shoe box
35	n02883344	box	a (usually rectangular) container; may have a lid	index card box
35	n02883344	box	a (usually rectangular) container; may have a lid	cardboard box
35	n02883344	box	a (usually rectangular) container; may have a lid	index file box
36	n07679356	bread	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	loaf of bread
36	n07679356	bread	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	slice of bread
36	n07679356	bread	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	loaf of bread and slice
37	n02906734	broom	a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle
38	n02908217	brush	an implement that has hairs or bristles firmly set into a handle	hair brush
38	n02908217	brush	an implement that has hairs or bristles firmly set into a handle	shoe brush
38	n02908217	brush	an implement that has hairs or bristles firmly set into a handle	lint brush
39	n02924116	bus	a vehicle carrying many passengers; used for public transport
40	n02274259	butterfly	diurnal insect typically having a slender body with knobbed antennae and broad colorful wings
41	n02928608	button	a round fastener sewn to shirts and coats etc to fit through buttonholes	wheel	n04574999
41	n02928608	button	a round fastener sewn to shirts and coats etc to fit through buttonholes	wheel	n04313503
42	n07628870	cake	baked goods made from or based on a mixture of flour,  sugar,  eggs,  and fat	layer cake
42	n07628870	cake	baked goods made from or based on a mixture of flour,  sugar,  eggs,  and fat	piece of cake
42	n07628870	cake	baked goods made from or based on a mixture of flour,  sugar,  eggs,  and fat	three-layer cake
43	n02437136	camel	cud-chewing mammal used as a draft or saddle animal in desert regions
44	n02948072	candle	stick of wax with a wick in the middle
45	n02950256	cannon	a large artillery gun that is usually on wheels	war gun
45	n02950256	cannon	a large artillery gun that is usually on wheels	gun	n03467984
45	n02950256	cannon	a large artillery gun that is usually on wheels	gun	n02746365
45	n02950256	cannon	a large artillery gun that is usually on wheels	cannon (civil war)
46	n02954340	cap	a tight-fitting headdress	hat	n03497657
47	n02958343	car	a motor vehicle with four wheels; usually propelled by an internal combustion engine	Lincoln
47	n02958343	car	a motor vehicle with four wheels; usually propelled by an internal combustion engine	automobile	n02958343
47	n02958343	car	a motor vehicle with four wheels; usually propelled by an internal combustion engine	motor car
47	n02958343	car	a motor vehicle with four wheels; usually propelled by an internal combustion engine	luxury car
47	n02958343	car	a motor vehicle with four wheels; usually propelled by an internal combustion engine	luxury automobile
48	n12937678	carrot	deep orange edible root of the cultivated carrot plant
49	n02121620	cat	feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats
50	n02309337	caterpillar	a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth	centipede	n01784675
50	n02309337	caterpillar	a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth	snail	n01944390
50	n02309337	caterpillar	a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth	snail	n07782475
50	n02309337	caterpillar	a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth	worm	n01922303
50	n02309337	caterpillar	a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth	inchworm	n02288268
51	n07730406	celery	stalks eaten raw or cooked or used as seasoning	lettuce	n11986306
51	n07730406	celery	stalks eaten raw or cooked or used as seasoning	lettuce	n07723559
51	n07730406	celery	stalks eaten raw or cooked or used as seasoning	staff of celery
51	n07730406	celery	stalks eaten raw or cooked or used as seasoning	celery stalk
52	n02999410	chain	a series of (usually metal) rings or links fitted into one another to make a flexible ligament	chain links
53	n03001627	chair	a seat for one person,  with a support for the back
54	n07757132	cherry	a red fruit with a single hard stone	peach	n07751004
54	n07757132	cherry	a red fruit with a single hard stone	grape	n07758680
54	n07757132	cherry	a red fruit with a single hard stone	plum	n07751451
55	n01791625	chicken	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	hen	n01792640
55	n01791625	chicken	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	turkey	n01794158
55	n01791625	chicken	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	rooster	n01792158
55	n01791625	chicken	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	bird	n01503061
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	screwdriver	n04154565
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	tool	n04451818
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	scraper	n04150980
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	wedge	n04569520
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	awl	n02763714
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	wood chisel
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	file	n03336839
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	knife	n03623556
56	n03020692	chisel	an edge tool with a flat steel blade with a cutting edge	knife	n03624134
57	n03028079	church	a place for public (especially Christian) worship	chapel	n03007130
57	n03028079	church	a place for public (especially Christian) worship	church house
58	n03030035	cigar	a roll of tobacco for smoking
59	n03030663	cigarette	finely ground tobacco wrapped in paper; for smoking	burning cigarette
60	n03046257	clock	a timepiece that shows the time of day	mantle clock
61	n03051249	clothespin	wood or plastic fastener; for holding clothes on a clothesline	clothes clip
61	n03051249	clothespin	wood or plastic fastener; for holding clothes on a clothesline	clip	n03043958
61	n03051249	clothespin	wood or plastic fastener; for holding clothes on a clothesline	clothes holder
62	n09247410	cloud	a visible mass of water or ice particles suspended at a considerable altitude	bushes	n13112664
62	n09247410	cloud	a visible mass of water or ice particles suspended at a considerable altitude	bushes	n08438223
63	n09930876	clown	a person who amuses others by ridiculous behavior	clown face
64	n03057021	coat	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	overcoat	n03456665
64	n03057021	coat	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	jacket	n03589791
65	n03074855	comb	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	haircomb
65	n03074855	comb	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	pocket comb
66	n07731952	corn	ears of corn that can be prepared and served for human food	ear of corn
66	n07731952	corn	ears of corn that can be prepared and served for human food	corn on a cob
67	n04256520	couch	an upholstered seat for more than one person	sofa	n04256520
68	n02403454	cow	female of domestic cattle: "`moo-cow' is a child's term"	bull	n02403325
68	n02403454	cow	female of domestic cattle: "`moo-cow' is a child's term"	female cow
69	n03138669	crown	an ornamental jeweled headdress signifying sovereignty
70	n03147509	cup	a small open container usually used for drinking; usually has a handle	coffee cup
70	n03147509	cup	a small open container usually used for drinking; usually has a handle	teacup	n04397452
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	antelope	n02419796
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	reindeer	n02433925
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	elk	n02432983
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	elk	n02431785
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	elk	n02431122
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	ram	n02412080
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	buck	n01888264
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	stag	n02431337
71	n02430045	deer	distinguished from Bovidae by the male's having solid deciduous antlers	stag	n02430559
72	n03179701	desk	a piece of furniture with a writing surface and usually drawers or other compartments	bench	n02828884
72	n03179701	desk	a piece of furniture with a writing surface and usually drawers or other compartments	office desk
73	n02084071	dog	a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds
74	n03219135	doll	a small replica of a person; used as a toy	baby	n09827683
74	n03219135	doll	a small replica of a person; used as a toy	little girl
74	n03219135	doll	a small replica of a person; used as a toy	female doll
74	n03219135	doll	a small replica of a person; used as a toy	child	n09917593
74	n03219135	doll	a small replica of a person; used as a toy	baby doll
75	n02389559	donkey	domestic beast of burden descended from the African wild ass; patient but stubborn	mule	n02390101
75	n02389559	donkey	domestic beast of burden descended from the African wild ass; patient but stubborn	pony	n02380335
75	n02389559	donkey	domestic beast of burden descended from the African wild ass; patient but stubborn	pony	n02382437
75	n02389559	donkey	domestic beast of burden descended from the African wild ass; patient but stubborn	burro	n02389779
75	n02389559	donkey	domestic beast of burden descended from the African wild ass; patient but stubborn	jackass	n02389943
76	n03221720	door	a swinging or sliding barrier that will close the entrance to a room or building or vehicle	wooden door
77	n03222959	doorknob	a knob used to release the catch when opening a door (often called `doorhandle' in Great Britain)	knob	n03626014
78	n03236735	dress	a one-piece garment for a woman; has skirt and bodice
79	n03015254	dresser	furniture with drawers for keeping clothes	bureau	n03015254
79	n03015254	dresser	furniture with drawers for keeping clothes	chest of drawers
79	n03015254	dresser	furniture with drawers for keeping clothes	chest	n03015254
79	n03015254	dresser	furniture with drawers for keeping clothes	drawers	n03233905
79	n03015254	dresser	furniture with drawers for keeping clothes	dresser drawers
79	n03015254	dresser	furniture with drawers for keeping clothes	bureau drawers
79	n03015254	dresser	furniture with drawers for keeping clothes	desk	n03179701
80	n03249569	drum	a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end
81	n01846331	duck	small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs	goose	n01855672
82	n01613294	eagle	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	bird	n01503061
82	n01613294	eagle	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	hawk	n01605630
82	n01613294	eagle	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	bald eagle
82	n01613294	eagle	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	parrot	n01816887
83	n05323889	ear	the externally visible cartilaginous structure of the external ear	right ear
84	n02503517	elephant	five-toed pachyderm
85	n03291819	envelope	a flat (usually rectangular) container for a letter,  thin package,  etc.	sealed envelope
86	n05311054	eye	the organ of sight	eyeball	n05316025
87	n03327234	fence	a barrier that serves to enclose an area	picket fence
87	n03327234	fence	a barrier that serves to enclose an area	gate	n03427296
88	n05566504	finger	any of the terminal members of the hand (sometimes excepting the thumb)	index finger
88	n05566504	finger	any of the terminal members of the hand (sometimes excepting the thumb)	right index finger
88	n05566504	finger	any of the terminal members of the hand (sometimes excepting the thumb)	pointing finger
88	n05566504	finger	any of the terminal members of the hand (sometimes excepting the thumb)	pointer
88	n05566504	finger	any of the terminal members of the hand (sometimes excepting the thumb)	forefinger	n05567381
89	n02512053	fish	any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills
90	n06875094	flag	a rectangular piece of fabric used as a signalling device	flag and staff
90	n06875094	flag	a rectangular piece of fabric used as a signalling device	flag pole
91	n11669921	flower	a plant cultivated for its blooms or blossoms	rose	n12620196
91	n11669921	flower	a plant cultivated for its blooms or blossoms	marigold	n12020507
91	n11669921	flower	a plant cultivated for its blooms or blossoms	daisy	n11939491
92	n03372029	flute	a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown	clarinet	n03037709
92	n03372029	flute	a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown	coronet
92	n03372029	flute	a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown	windpipe	n05531814
93	n02190166	fly	two-winged insects characterized by active flight	bug	n02236355
93	n02190166	fly	two-winged insects characterized by active flight	bee	n02206856
93	n02190166	fly	two-winged insects characterized by active flight	insect	n02159955
93	n02190166	fly	two-winged insects characterized by active flight	wasp	n02212062
93	n02190166	fly	two-winged insects characterized by active flight	spider	n01772222
94	n05563266	foot	the part of the leg of a human being below the ankle joint	left foot
95	n03378765	football	the inflated oblong ball used in playing American football
96	n03379051	football helmet	a padded helmet with a face mask to protect the head of football players	helmet	n03513376
96	n03379051	football helmet	a padded helmet with a face mask to protect the head of football players	helmet	n03513137
97	n03383948	fork	cutlery used for serving and eating food
98	n02118333	fox	alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs	wolf	n02114100
98	n02118333	fox	alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs	dog	n02084071
98	n02118333	fox	alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs	coyote	n02114855
98	n02118333	fox	alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs	hound dog
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	tuba	n02804252
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	horn	n03110669
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	horn	n03394916
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	trumpet	n03110669
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	trombone	n04487394
99	n03394916	French horn	a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves	coronet
100	n01639765	frog	any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species
101	n03400231	frying pan	a pan used for frying foods	pan	n03880531
101	n03400231	frying pan	a pan used for frying foods	fry pan
102	n02747177	garbage can	a bin that holds rubbish until it is collected	trash can
102	n02747177	garbage can	a bin that holds rubbish until it is collected	waste can
102	n02747177	garbage can	a bin that holds rubbish until it is collected	garbage pail
102	n02747177	garbage can	a bin that holds rubbish until it is collected	garbage	n03416900
103	n02439033	giraffe	tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa	ostrich	n01518878
103	n02439033	giraffe	tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa	zebra	n02391049
104	n03438257	glass	a container for holding liquids while drinking	cup	n03147509
105	n04272054	glasses	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision	eve glasses
105	n04272054	glasses	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision	wire-rim glasses
106	n03441112	glove	handwear: covers the hand and wrist	right glove
107	n02416519	goat	any of numerous agile ruminants related to sheep but having a beard and straight horns	billy goat
107	n02416519	goat	any of numerous agile ruminants related to sheep but having a beard and straight horns	mule	n02390101
107	n02416519	goat	any of numerous agile ruminants related to sheep but having a beard and straight horns	horse	n02374451
107	n02416519	goat	any of numerous agile ruminants related to sheep but having a beard and straight horns	donkey	n02389559
108	n02480855	gorilla	largest anthropoid ape; terrestrial and vegetarian; of forests of central west Africa	ape	n02470325
109	n07758680	grapes	any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters	bunch of grapes
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	bug	n02236355
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	cricket	n02229544
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	spider	n01772222
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	bee	n02206856
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	hornet	n02213107
110	n02226429	grasshopper	terrestrial plant-eating insect with hind legs adapted for leaping	cicada	n02256656
111	n03467517	guitar	a stringed instrument usually having six strings; played by strumming or plucking	acoustic guitar
112	n03467984	gun	a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)	pistol	n03948459
112	n03467984	gun	a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)	revolver	n04086273
113	n05254795	hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	straight hair
113	n05254795	hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	women's hair style
113	n05254795	hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	hair style
113	n05254795	hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	head of hair
114	n03481172	hammer	a hand tool with a heavy rigid head and a handle; used to deliver an impulsive force by striking
115	n05564590	hand	the (prehensile) extremity of the superior limb	right hand
115	n05564590	hand	the (prehensile) extremity of the superior limb	fingers	n05566504
116	n03490884	hanger	anything from which something can be hung	clothes hanger
116	n03490884	hanger	anything from which something can be hung	coat hanger
117	n03495258	harp	a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers
118	n03497657	hat	headdress that protects the head from bad weather; has shaped crown and usually a brim	felt hat
119	n13865904	heart	a plane figure with rounded sides curving inward at the top and intersecting at the bottom; conventionally used on playing cards and valentines
120	n03512147	helicopter	an aircraft without wings that obtains its lift from the rotation of overhead blades	plane	n02691156
120	n03512147	helicopter	an aircraft without wings that obtains its lift from the rotation of overhead blades	copter
121	n02374451	horse	solid-hoofed herbivorous quadruped domesticated since prehistoric times
122	n03544360	house	a dwelling that serves as living quarters for one or more families	cottage	n02919792
122	n03544360	house	a dwelling that serves as living quarters for one or more families	private house
123	n03584829	iron	home appliance consisting of a flat metal base that is heated and used to smooth cloth	cloth iron
123	n03584829	iron	home appliance consisting of a flat metal base that is heated and used to smooth cloth	steam iron
124	n03586090	ironing board	narrow padded board on collapsible supports; used for ironing clothes	iron board
124	n03586090	ironing board	narrow padded board on collapsible supports; used for ironing clothes	ironing table
125	n03589791	jacket	a short coat	shirt	n04197391
125	n03589791	jacket	a short coat	coat	n03057021
125	n03589791	jacket	a short coat	sport jacket
126	n01877134	kangaroo	any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail
127	n03612814	kettle	a metal pot for stewing or boiling; usually has a lid	tea kettle
127	n03612814	kettle	a metal pot for stewing or boiling; usually has a lid	teapot	n04398044
127	n03612814	kettle	a metal pot for stewing or boiling; usually has a lid	pot	n03990474
128	n03613294	key	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated
129	n03621473	kite	plaything consisting of a light frame covered with tissue paper; flown in wind at end of a string
130	n03623556	knife	edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle	eating knife
130	n03623556	knife	edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle	butter knife
130	n03623556	knife	edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle	table knife
